Symbol,Security Name
NAUKRI,INFO EDGE (INDIA) LIMITED
NBCC,NBCC (INDIA) LIMITED
NCC,NCC LIMITED
NESTLEIND,NESTLE INDIA LIMITED
NHPC,NHPC LIMITED
NMDC,NMDC LIMITED
NTPC,NTPC LIMITED
NUVAMA,NUVAMA WEALTH MANAGEMENT LIMITED
NYKAA,FSN E COMMERCE VENTURES LIMITED
OBEROIRLTY,OBEROI REALTY LIMITED
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED
OIL,OIL INDIA LIMITED
ONGC,OIL & NATURAL GAS CORPORATION LIMITED
PAGEIND,PAGE INDUSTRIES LIMITED
PATANJALI,PATANJALI FOODS LIMITED
PAYTM,ONE 97 COMMUNICATIONS LIMITED
PERSISTENT,PERSISTENT SYSTEMS LIMITED
PETRONET,PETRONET LNG LIMITED
PFC,POWER FINANCE CORPORATION LIMITED
PGEL,PG ELECTROPLAST LIMITED
PHOENIXLTD,THE PHOENIX MILLS LIMITED
PIDILITIND,PIDILITE INDUSTRIES LIMITED
PIIND,PI INDUSTRIES LIMITED
PNB,PUNJAB NATIONAL BANK
PNBHOUSING,PNB HOUSING FINANCE LIMITED
POLICYBZR,PB FINTECH LIMITED
POLYCAB,POLYCAB INDIA LIMITED
POWERGRID,POWER GRID CORPORATION OF INDIA LIMITED
PPLPHARMA,PIRAMAL PHARMA LIMITED
PRESTIGE,PRESTIGE ESTATES PROJECTS LIMITED
RBLBANK,RBL BANK LIMITED
RECLTD,REC LIMITED
RELIANCE,RELIANCE INDUSTRIES LIMITED
RVNL,RAIL VIKAS NIGAM LIMITED
SAIL,STEEL AUTHORITY OF INDIA LIMITED
SAMMAANCAP,SAMMAAN CAPITAL LIMITED
SBICARD,SBI CARDS AND PAYMENT SERVICES LIMITED
SBILIFE,SBI LIFE INSURANCE COMPANY LIMITED
SBIN,STATE BANK OF INDIA
SHREECEM,SHREE CEMENT LIMITED
SHRIRAMFIN,SHRIRAM FINANCE LIMITED
SIEMENS,SIEMENS LIMITED
SOLARINDS,SOLAR INDUSTRIES INDIA LIMITED
SONACOMS,SONA BLW PRECISION FORGINGS LIMITED
SRF,SRF LIMITED
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LIMITED
SUPREMEIND,SUPREME INDUSTRIES LIMITED
SUZLON,SUZLON ENERGY LIMITED
SYNGENE,SYNGENE INTERNATIONAL LIMITED
TATACHEM,TATA CHEMICALS LIMITED
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED
TATAELXSI,TATA ELXSI LIMITED
TATAMOTORS,TATA MOTORS LIMITED
TATAPOWER,TATA POWER COMPANY LIMITED
TATASTEEL,TATA STEEL LIMITED
TATATECH,TATA TECHNOLOGIES LIMITED
TCS,TATA CONSULTANCY SERVICES LIMITED
TECHM,TECH MAHINDRA LIMITED
TIINDIA,TUBE INVESTMENTS OF INDIA LIMITED
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED
TITAN,TITAN COMPANY LIMITED
TORNTPHARM,TORRENT PHARMACEUTICALS LIMITED
TORNTPOWER,TORRENT POWER LIMITED
TRENT,TRENT LIMITED
TVSMOTOR,TVS MOTOR COMPANY LIMITED
ULTRACEMCO,ULTRATECH CEMENT LIMITED
UNIONBANK,UNION BANK OF INDIA
UNITDSPR,UNITED SPIRITS LIMITED
UNOMINDA,UNO MINDA LIMITED
UPL,UPL LIMITED
VBL,VARUN BEVERAGES LIMITED
VEDL,VEDANTA LIMITED
VOLTAS,VOLTAS LIMITED
WIPRO,WIPRO LIMITED
YESBANK,YES BANK LIMITED
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED
